Ticker,SimFinId,Currency,Fiscal Year,Fiscal Period,Publish Date,Restated Date,EBITDA,Total Debt,Free Cash Flow,Gross Profit Margin,Operating Margin,Net Profit Margin,Return on Equity,Return on Assets,Free Cash Flow to Net Income,Current Ratio,Liabilities to Equity Ratio,Debt Ratio,"Earnings Per Share, Basic","Earnings Per Share, Diluted",Sales Per Share,Equity Per Share,Free Cash Flow Per Share,Dividends Per Share,Pietroski F-Score
ACPW,95192,USD,2016,Q4,2017-03-14,2017-03-14,-1446000.0,0.0,-1476000.0,0.38550999999999996,0.27295,0.5532199999999999,-87.17582,-8.56695,0.09303,1.00299,9.17582,0.0,-0.6835600000000001,-0.6835600000000001,0.0,0.00784,-0.06359,,1.0
ACRX,113247,USD,2021,Q1,2021-05-17,2021-05-17,-32441000.0,20014000.0,-38236000.0,-0.00361,-6.18246,-6.0296,1.22327,-0.3825,1.14445,4.587940000000001,-4.198119999999999,0.22913000000000003,-0.35711,-0.35711,0.05923,-0.29193,-0.40869,,5.0
ACT,353702,USD,2013,Q3,2013-10-31,2013-10-31,1303800000.0,6310400000.0,1253600000.0,0.44733,0.06758,-0.07505,-0.15315,-0.042069999999999996,-2.18397,1.45105,2.64037,0.4625,-4.40691,-4.34109,58.72169,28.737040000000004,9.62457,,3.0
ADBE,14099,USD,2021,Q1,2021-03-31,2021-03-31,5519000000.0,4119000000.0,4333000000.0,0.87451,0.34746,0.40681,0.4109,0.22276999999999997,0.7784800000000001,1.27179,0.84446,0.16485999999999998,11.58377,11.48813,28.47451,28.191470000000002,9.01769,,9.0
ADI,65917,USD,2021,Q2,2021-05-19,2021-05-19,2666536000.0,5148046000.0,2646142000.0,0.67357,0.30043000000000003,0.25161999999999995,0.12827,0.07229,1.6955799999999999,1.0453700000000001,0.77431,0.23847,4.229019999999999,4.19,16.80725,32.97095,7.17063,2.55268,7.0
ADM,66997,USD,2021,Q1,2021-04-28,2021-04-28,3258000000.0,11200000000.0,-2544000000.0,0.07396,0.03336,0.03032,0.09884,0.04021,-1.22899,1.58189,1.45801,0.21756999999999999,3.6898400000000002,3.6767300000000005,121.70766,37.14973,-4.5347599999999995,1.45098,6.0
ADPT_delis,118952,USD,2016,Q3,2016-11-09,2016-11-09,37269000.0,160758000.0,-69810000.0,1.0,0.05562,0.20979,0.24536999999999998,0.10605,-0.8241799999999999,2.86262,1.31369,0.20128,5.64077,5.64077,26.887190000000004,17.32281,-4.649030000000001,0.0,4.0
ADS,68960,USD,2021,Q1,2021-05-05,2021-05-05,1406500000.0,13416100000.0,1997500000.0,0.50868,0.29057,0.11123,0.26634,0.0222,4.2509,1.70347,10.99507,0.63394,9.72375,9.703669999999999,87.41852,36.50905,41.33471,0.8484200000000001,6.0
ADSK,185035,USD,2021,Q1,2021-06-03,2021-06-03,759100001.0,1637900000.0,302400001.0,0.9106299999999999,0.16238,0.33315,1.14968,0.17775,0.2331,0.48094,5.46783,0.22441999999999998,5.91025,5.83646,17.74032,5.14077,1.37768,,7.0
ADT,54871,USD,2021,Q1,2021-05-05,2021-05-05,2040827000.0,9525990000.0,1111273000.0,0.71623,0.027860000000000003,-0.07235,-0.12754000000000001,-0.023719999999999998,-2.92599,0.65996,4.37681,0.5949399999999999,-1.8095599999999998,-0.95294,25.01281,14.1885,5.29475,0.53371,7.0
AE,191518,USD,2021,Q1,2021-05-06,2021-05-06,37197000.0,16696000.0,3313000.0,0.9355399999999999,0.01814,0.015319999999999999,0.10085,0.04583,0.21753000000000003,1.52424,1.2004299999999999,0.05024,3.58986,3.57575,234.39858999999998,35.59623,0.78091,0.96405,3.0
AEE,68703,USD,2021,Q1,2021-05-10,2021-05-10,2492000000.0,12424000000.0,-970000000.0,0.77787,0.23226,0.16182,0.10327,0.02922,-1.01253,0.7902,2.53444,0.37890999999999997,3.8473900000000003,3.82206,23.7751,36.73896,-3.8955800000000003,2.05622,6.0
AEHR,178053,USD,2021,Q3,2021-04-13,2021-04-13,-7299000.0,1679000.0,-5169000.0,0.18885,-0.59867,-0.43023,-0.52256,-0.29003,0.94342,2.3685400000000003,0.80172,0.08888,-0.23559000000000002,-0.23578000000000002,0.5475899999999999,0.45083999999999996,-0.22225999999999999,,1.0
AEO,173396,USD,2021,Q1,2021-06-02,2021-06-02,505987000.0,329718000.0,252299000.0,0.36680999999999997,0.08122,0.03379,0.12194,0.04215,1.7600099999999999,2.00915,1.8928,0.09696,0.86162,0.86162,25.49706,7.065810000000001,1.5164600000000001,0.27514,8.0
AEP,66050,USD,2021,Q1,2021-04-22,2021-04-22,5753300000.0,35393400000.0,5069500000.0,0.6907,0.19715,0.14755,0.10744000000000001,0.027469999999999998,2.22356,0.41667,2.9107,0.4265,4.5934800000000005,4.58165,31.132479999999997,42.25545,10.2139,2.88757,5.0
AEPI,210001,USD,2016,Q4,2017-01-17,2017-01-17,95993000.0,135525000.0,104520000.0,0.1737,0.0607,0.02628,0.25423,0.07336000000000001,3.62891,1.7572,2.4656599999999997,0.34517,5.63635,5.60367,214.44608,22.17043,20.45382,0.75029,7.0
AES,62329,USD,2021,Q1,2021-05-06,2021-05-06,3752000000.0,19884000000.0,1963000000.0,0.28623000000000004,0.26886,-0.02471,-0.03671,-0.0069900000000000006,-7.97967,1.2421799999999998,4.2534,0.56484,-0.36965,-0.36854000000000003,14.96168,3.50714,2.9496599999999997,0.58002,5.0
AFI,155205,USD,2021,Q1,2021-04-30,2021-04-30,-19500000.0,52999999.0,7800001.0,0.13462000000000002,-0.11193,-0.03899,-0.09291,-0.04707,-0.33621,1.6992,0.9739700000000001,0.10753,-1.05719,-1.05511,27.113290000000003,11.37847,0.35543,,4.0
AGCO,365265,USD,2021,Q1,2021-05-07,2021-05-07,1024700000.0,1300300000.0,1178100000.0,0.22682,0.07781,0.05346,0.16424,0.061739999999999996,2.2956,1.2588,1.66019,0.15642999999999999,6.84267,6.788360000000001,128.00133,41.15333,15.708,0.63867,8.0
AGI,111482,USD,2017,Q1,2017-05-12,2017-05-12,192300000.0,1836000000.0,,0.65488,0.14504,0.02302,-0.01438,0.02767,,0.80962,-1.5198399999999999,2.30914,,,,,,,
AGN,61474,USD,2020,Q1,2020-05-07,2020-05-07,4650500000.0,19549700000.0,3711500000.0,0.8373299999999999,-0.08927,-0.15438,-0.04283,-0.0281,-1.49356,1.00548,0.5240199999999999,0.22108000000000003,-7.56987,-7.55377,49.03267,176.67413,11.30607,2.9603200000000003,7.0
AGYS,249502,USD,2020,Q4,2021-05-21,2021-05-21,-13438000.0,25000.0,-9596000.0,0.65154,-0.13289,-0.1721,-0.20469,-0.12434,0.40647,2.18439,0.64627,0.00013000000000000002,-1.00639,-1.00639,5.84773,3.4050599999999998,-0.40907,,6.0
AHPI,262963,USD,2021,Q3,2021-05-14,2021-05-14,191403.0,2374859.0,-4749239.0,0.19325,-0.01112,-0.010709999999999999,-0.04482,-0.02241,11.74516,1.52495,0.9996799999999999,0.13165,-0.10075,-0.10067999999999999,9.41109,2.24773,-1.18331,,3.0
AIRI,166965,USD,2021,Q1,2021-05-11,2021-05-11,1296000.0,26605000.0,-7252000.0,0.12168,-0.026430000000000002,-0.0022600000000000003,-0.007520000000000001,-0.00199,63.61404,1.6314,2.78214,0.46381999999999995,-0.00366,-0.0032,1.61727,0.48703,-0.23288000000000003,,2.0
AIT,253867,USD,2021,Q3,2021-04-30,2021-04-30,277869000.0,852048000.0,396275000.0,0.28736999999999996,0.07207000000000001,0.03768,0.12354000000000001,0.0501,3.43089,2.6331,1.4659,0.36959000000000003,2.9801599999999997,2.9504900000000003,79.08525,24.12227,10.2246,1.29589,6.0
AJG,66898,USD,2021,Q1,2021-04-30,2021-04-30,1721700000.0,4366300000.0,2006000000.0,0.8594299999999999,0.16609000000000002,0.11944,0.12605999999999998,0.035,2.3473,1.09999,2.60122,0.17884,4.44006,4.44006,37.17522,34.97129,10.422130000000001,1.85686,7.0
AKAM,69211,USD,2021,Q1,2021-05-07,2021-05-07,1216037000.0,1923829000.0,706718000.0,0.64268,0.22046999999999997,0.17995,0.13644,0.07542,1.1986299999999999,3.02239,0.80913,0.24608000000000002,3.62259,3.55796,20.13155,26.55097,4.34216,,5.0
AKRX,195622,USD,2020,Q2,2020-08-07,2020-08-07,-27436000.0,855246000.0,-343811000.0,0.38704,-0.1343,-0.54013,4.55379,-0.35775,0.95935,0.4864,-13.72906,0.8537399999999999,-2.79236,-2.79236,5.16979,-0.6132,-2.67886,,3.0
AL,182952,USD,2021,Q1,2021-05-06,2021-05-06,1884603000.0,16166904000.0,-808134000.0,1.0,0.54771,0.2263,0.06967000000000001,0.01778,-1.80456,2.31628,2.91857,0.64181,3.9350199999999997,3.9239599999999997,17.38812,56.48284,-7.10095,0.60977,4.0
ALB,132877,USD,2021,Q1,2021-05-05,2021-05-05,778182000.0,2030648000.0,-121806000.0,0.31575,0.167,0.11314,0.06129,0.0354,-0.33441,2.10793,0.73163,0.19734000000000002,3.37278,3.35664,29.810709999999997,53.21058000000001,-1.1279,1.5183,5.0
ALG,128246,USD,2021,Q1,2021-05-06,2021-05-06,138723000.0,353683000.0,208451000.0,0.24961,0.08166,0.050480000000000004,0.09124,0.04855,3.55937,3.5487699999999998,0.8790899999999999,0.29323,4.96442,4.93846,98.34971,54.411680000000004,17.67021,0.52981,5.0
ALJ,344561,USD,2017,Q1,2017-05-09,2017-05-09,146558000.0,516319000.0,80389000.0,0.08096,-0.00016999999999999999,-0.00948,-0.0687,-0.01891,-2.01269,1.0059,2.63331,0.24445,-0.56195,-0.5617800000000001,59.289190000000005,7.293769999999999,1.13103,0.60102,4.0
ALJJ,374775,USD,2021,Q2,2021-05-12,2021-05-12,-31941000.0,85670000.0,-38911000.0,0.19155999999999998,-0.117,-0.008490000000000001,-0.25534,-0.01824,10.237039999999999,1.19429,12.99657,0.41118000000000005,-0.08993999999999999,-0.08392000000000001,10.59233,0.35225,-0.9207700000000001,,6.0
ALK,65470,USD,2021,Q1,2021-05-06,2021-05-06,-1680000000.0,3571000000.0,-1658000000.0,-0.39787,-0.7660399999999999,-0.44848000000000005,-0.42539,-0.08575,1.35568,0.8996200000000001,3.9607,0.25039,-9.87722,-9.903319999999999,22.02386,23.21914,-13.390379999999999,0.0,3.0
ALLE,69109,USD,2021,Q1,2021-04-22,2021-04-22,530100000.0,1429900000.0,574000000.0,0.43187,0.16335,0.15400999999999998,0.57715,0.14312,1.36051,2.07278,3.03269,0.48506000000000005,4.59586,4.5722,29.84205,7.92702,6.25272,1.3159,7.0
ALNY,325251,USD,2021,Q1,2021-04-29,2021-04-29,-764774000.0,191590000.0,-881618000.0,0.83219,-1.40913,-1.53492,-0.94619,-0.26921,1.00601,4.99183,2.5146900000000003,0.05886,-7.550260000000001,-7.550260000000001,4.919,7.97965,-7.5956399999999995,,4.0
ALV,104657,USD,2021,Q1,2021-04-23,2021-04-23,961100000.0,2330000000.0,949900000.0,0.17517,0.07397000000000001,0.03428,0.10665999999999999,0.032760000000000004,3.53254,1.37986,2.25664,0.28383,3.0793,3.07139,89.81849,28.70885,10.87776,0.00115,4.0
ALX,87732,USD,2021,Q1,2021-05-03,2021-05-03,106223000.0,0.0,,1.0,0.35463,0.27462,0.27182,0.03915,,0.39779000000000003,5.94307,0.0,10.78703,10.78703,39.28014,39.68488,,17.99836,5.0
ALXN,65359,USD,2021,Q1,2021-04-30,2021-04-30,3262900000.0,2532000000.0,2947300000.0,0.9094200000000001,0.47068000000000004,0.10889000000000001,0.05485,0.03656,4.32282,4.52433,0.5003,0.13576,3.10297,3.07117,28.49744,56.51064,13.41359,,7.0
AMAT,67102,USD,2021,Q2,2021-05-27,2021-05-27,5947000000.0,5450000000.0,5394000000.0,0.45831000000000005,0.28068000000000004,0.22353,0.36955,0.18400999999999998,1.21706,3.10473,1.00825,0.22628,4.838430000000001,4.79913,21.6452,13.092789999999999,5.88865,0.87882,9.0
AMBA,50129,USD,2021,Q1,2021-06-08,2021-06-08,-43709000.0,0.0,-56221000.0,0.61774,-0.23351,-0.23121999999999998,-0.11224,-0.09432,1.01959,7.264660000000001,0.19,0.0,-1.56897,-1.56897,6.7856,13.979170000000002,-1.5997,,3.0
AMD,191397,USD,2021,Q1,2021-04-28,2021-04-28,2189000000.0,313000000.0,272000000.0,0.44791000000000003,0.16197,0.25240999999999997,0.44511000000000006,0.28695,0.09435,2.5129200000000003,0.55118,0.03115,2.4130599999999998,2.38511,9.56016,5.42122,0.22766,,7.0
AME,67669,USD,2021,Q1,2021-05-04,2021-05-04,1343014000.0,2351580000.0,1648780000.0,0.34968,0.2392,0.17811,0.13251,0.07666,2.03288,2.2605,0.72853,0.22227,3.52935,3.50339,19.81501,26.634729999999998,7.17475,0.73934,6.0
AMG,62475,USD,2021,Q1,2021-05-07,2021-05-07,810300000.0,2303100000.0,1126800000.0,0.9839100000000001,0.3259,0.16834000000000002,0.10442,0.05326,2.75434,0.87387,0.96039,0.29986,9.050880000000001,8.874189999999999,53.76549,58.654869999999995,24.9292,0.04425,7.0
AMGN,65735,USD,2021,Q1,2021-04-28,2021-04-28,12458000000.0,32685000000.0,12735000000.0,0.75616,0.3542,0.28155,0.75905,0.11329000000000002,1.7974599999999998,1.6550599999999998,5.700130000000001,0.52263,12.157869999999999,12.07499,43.181470000000004,16.01716,21.853279999999998,6.56542,6.0
AMOT,126799,USD,2021,Q1,2021-05-05,2021-05-05,39802000.0,119882000.0,23466000.0,0.29416,0.061529999999999994,0.05728,0.14071,0.059820000000000005,1.0896700000000001,2.68522,1.3521100000000001,0.33302,1.5086700000000002,1.49824,26.3406,10.72206,1.64395,0.08127000000000001,6.0
AMP,67872,USD,2021,Q1,2021-05-10,2021-05-10,1063000000.0,5705000000.0,3488000000.0,1.0,0.06883,-0.0053100000000000005,-0.01181,-0.00039,-53.66154,0.45027,29.12305,0.03442,-0.53213,-0.52335,100.27016,45.04298,28.555059999999997,4.1260699999999995,1.0
AMRK,259435,USD,2021,Q3,2021-05-14,2021-05-14,110221000.0,258060000.0,-50950000.0,0.02128,0.015080000000000001,0.01781,0.40315,0.10253,-0.4029,1.25003,2.93191,0.20923000000000003,17.34763,16.32319,973.9930300000001,42.32931,-6.989310000000001,2.90698,6.0
AMSC,33387,USD,2020,Q4,2021-06-02,2021-06-02,-14753000.0,0.0,-15968000.0,0.20033,-0.23076,-0.26029,-0.19451,-0.1343,0.70412,2.96732,0.44835,0.0,-0.9497,-0.9497,3.6486,4.882619999999999,-0.6687,,5.0
AMSWA,196458,USD,2021,Q3,2021-03-05,2021-03-05,10327000.0,975000.0,7810000.0,0.53719,0.03651,0.04979,0.046380000000000005,0.033339999999999995,1.39914,2.91823,0.39114,0.0058200000000000005,0.17227,0.16959000000000002,3.4600699999999995,3.7142199999999996,0.24103000000000002,0.43953000000000003,5.0
AMT,68339,USD,2021,Q1,2021-04-29,2021-04-29,4911899999.0,29326800000.0,3701499998.0,0.7259,0.36304000000000003,0.23401999999999998,0.42194,0.04091,1.9272599999999998,0.72001,9.31295,0.62474,4.3257,4.3041599999999995,18.4841,8.74644,8.33675,4.54552,5.0
AMTD,356477,USD,2020,Q3,2020-08-06,2020-08-06,2876000000.0,3736000000.0,13470000000.0,1.0,0.45816,0.32866,0.20318,0.03574,6.929010000000001,1.16225,4.68499,0.06867999999999999,3.58506,3.5718900000000002,10.90825,17.645,24.84094,1.23006,5.0
AMWD,77084,USD,2021,Q3,2021-02-25,2021-02-25,224432000.0,537035000.0,196887000.0,0.19208,0.07354,0.04129,0.09032000000000001,0.04161,2.85555,1.9160099999999998,1.17041,0.32413000000000003,4.064830000000001,4.05119,98.44288,45.00507,11.60731,0.0,5.0
AMZN,62747,USD,2021,Q1,2021-04-30,2021-04-30,55172000000.0,31868000000.0,25684000000.0,0.40005999999999997,0.06627000000000001,0.06419,0.26039,0.08327000000000001,0.9546899999999999,1.05203,2.12696,0.09863999999999999,53.64506,52.57059,835.75274,206.02193,51.21436,,6.0
AN,66437,USD,2021,Q1,2021-04-22,2021-04-22,1316800001.0,1798400000.0,2128200000.0,0.08753,0.02585,0.01973,0.26716999999999996,0.09207,2.49408,1.01596,1.90162,0.19405,9.85619,9.78836,499.60843,36.891709999999996,24.58215,,8.0
ANF,188522,USD,2021,Q1,2021-06-09,2021-06-09,481792000.0,1420429000.0,453962000.0,0.62027,0.09402,0.05024,0.18095,0.055979999999999995,2.64093,1.8166400000000003,2.23233,0.4626,2.74985,2.71805,54.73347,15.056189999999999,7.26214,0.0,9.0
ANSS,126145,USD,2021,Q1,2021-05-05,2021-05-05,603960000.0,798203000.0,490388000.0,0.86361,0.29451,0.26456999999999997,0.11192,0.0791,1.06555,2.66158,0.4149,0.13719,5.34566,5.26314,20.20545,47.76222,5.69606,,4.0
AON,67471,USD,2021,Q1,2021-04-30,2021-04-30,3353000000.0,7263000000.0,4141000000.0,0.39852,0.28015999999999996,0.18554,0.48383000000000004,0.06558,1.9625599999999999,1.12376,6.37789,0.22573000000000001,9.15898,9.114469999999999,49.363,18.49159,17.97504,1.7970700000000002,7.0
AOSL,175314,USD,2021,Q3,2021-05-07,2021-05-07,90772000.0,134148000.0,66099000.0,0.28720999999999997,0.06609,0.06391000000000001,0.07902999999999999,0.044,1.7181099999999998,1.8042799999999999,0.79628,0.15342,1.50692,1.45153,23.5794,13.52462,2.58905,,8.0
APA,254576,USD,2021,Q1,2021-05-07,2021-05-07,2283000000.0,8715000000.0,842000000.0,1.0,0.15202000000000002,0.00352,0.01426,0.00122,49.52941,1.5242,10.723989999999999,0.62361,0.044969999999999996,0.044969999999999996,12.79101,-1.08466,2.2275099999999997,0.10053,5.0
APC,67564,USD,2019,Q2,2019-07-30,2019-07-30,7718000000.0,18229000000.0,2960000000.0,0.84144,0.24068,-0.04305,-0.06162,-0.013980000000000001,-5.14783,0.91535,3.4077800000000003,0.44322,-1.16456,-1.16574,27.05418,15.742779999999998,5.99494,1.16051,6.0
APD,185217,USD,2021,Q2,2021-05-10,2021-05-10,3363800000.0,8004400000.0,1168400000.0,0.32099,0.22776999999999997,0.20388,0.14377,0.07219,0.6187199999999999,2.90535,0.9915700000000001,0.30599,8.52743,8.4891,41.8266,57.4676,5.27613,5.34929,4.0
APH,65820,USD,2021,Q1,2021-04-30,2021-04-30,2110500000.0,4636700000.0,2008200000.0,0.31071,0.19726,0.14164000000000002,0.23379,0.09829,1.55566,2.4281599999999997,1.37852,0.35304,2.1625799999999997,2.0896,15.26825,9.14855,3.36424,0.5193300000000001,5.0
APIC,34899,USD,2016,Q3,2016-05-27,2016-05-27,-41288000.0,2529000.0,-38731000.0,0.6905,-0.51049,-0.52025,-0.8118,-0.36314,0.8695799999999999,1.8157299999999998,1.23546,0.02062,-1.50624,-1.50624,2.8952400000000003,1.85545,-1.3098,,
APOG,327543,USD,2020,Q4,2021-04-22,2021-04-22,147036000.0,189880000.0,164456000.0,0.224,0.07767,0.01254,0.031330000000000004,0.01521,10.654060000000001,1.61191,1.06009,0.18706,0.59472,0.58683,47.41953,18.98459,6.3362,0.7551899999999999,6.0
APTV,378125,USD,2021,Q1,2021-05-06,2021-05-06,1819000000.0,4024000000.0,1410000000.0,0.15624000000000002,0.07516,0.034339999999999996,0.05752,0.027239999999999997,2.96218,1.9689599999999998,1.11165,0.23026,1.7819,1.7338900000000002,51.89608,30.236209999999996,5.27833,0.20964000000000002,5.0
ARA,84598,USD,2020,Q3,2020-11-06,2020-11-06,114522000.0,574719000.0,169853000.0,0.2558,0.09161,-0.02071,-0.09167,-0.01454,-10.07193,1.0492299999999999,5.30654,0.49536,-0.51435,-0.51274,24.83,-2.4087400000000003,5.18052,0.00055,6.0
ARAY,173115,USD,2021,Q3,2021-04-30,2021-04-30,30172000.0,183032000.0,50273000.0,0.40891,0.061320000000000006,0.01217,0.058929999999999996,0.00951,10.86045,1.8607799999999999,5.19766,0.37596999999999997,0.05044,0.04994,4.14446,0.85495,0.54783,,6.0
ARMK,361112,USD,2021,Q2,2021-05-11,2021-05-11,138520000.0,8186437000.0,80674000.0,0.04439,-0.04195,-0.05417999999999999,-0.21411999999999998,-0.038919999999999996,-0.14307999999999998,1.4627700000000001,4.50172,0.56506,-2.22337,-2.23525,41.04043,10.34515,0.31811,0.43971000000000005,3.0
ARO,93605,USD,2015,Q3,2015-12-07,2015-12-07,-183333000.0,0.0,-190759000.0,0.15081,-0.12524000000000002,-0.13746,-2.53488,-0.45516,0.72469,1.55555,4.56922,0.0,-3.3155099999999997,-3.3155099999999997,24.119220000000002,1.30795,-2.4027,,2.0
ARRY,50863,USD,2019,Q3,2019-05-07,2019-05-07,-116816000.0,134245000.0,-138138000.0,0.92399,-0.49654,-0.52642,-0.41812,-0.22241999999999998,1.09533,4.26604,0.8798299999999999,0.23676,-0.58773,-0.58773,1.11647,1.40565,-0.64376,,3.0
ARTEC,60673,USD,2017,Q1,2017-04-30,2017-04-30,,283795.0,,0.11835999999999999,-1.2849,-5.3144599999999995,0.96605,-182.41533,,0.00462,-1.0053,14.105820000000001,-0.0182,-0.0182,0.00343,-0.01884,,,4.0
ASH,136913,USD,2021,Q2,2021-04-29,2021-04-29,418000000.0,1801000000.0,474000000.0,0.31119,0.07244,0.059579999999999994,0.04464,0.02086,3.4100699999999997,2.49209,1.14001,0.27026,2.27869,2.26939,38.2459,51.18033,7.77049,1.08197,7.0
ASNA,35533,USD,2021,Q1,2021-03-03,2021-03-03,471700000.0,227900000.0,818900001.0,0.50615,0.06135,-0.30709000000000003,1.14846,-0.48918,-0.7172,1.7116900000000002,-3.34772,0.09764,-114.24855,-114.24855,372.03322000000003,-99.47969,81.93916,,4.0
ATKR,368117,USD,2021,Q2,2021-04-29,2021-04-29,485705000.0,789329000.0,497648000.0,0.33379000000000003,0.20375,0.14323,0.50568,0.16289,1.7260400000000002,3.12512,2.10447,0.44593999999999995,6.12628,6.03251,42.77172,12.115,10.57419,,8.0
ATVI,243,USD,2021,Q1,2021-05-04,2021-05-04,3186000000.0,3606000000.0,3415000000.0,0.72787,0.35204,0.26957,0.15074,0.09866,1.4777200000000001,3.43351,0.52795,0.15394000000000002,2.99159,2.9618700000000002,11.09773,19.84595,4.42071,0.40906,7.0
AVAV,75856,USD,2021,Q3,2021-03-10,2021-03-10,58279000.0,0.0,48585000.0,0.40107,0.11887,0.07575,0.05685,0.050519999999999995,1.62731,9.29205,0.12532000000000001,0.0,1.24885,1.23062,16.48575,21.96831,2.03227,,5.0
